73,长期应付款,104945987.87,0,106309732.82,0,105758846.15,13698083.03,12680819.53,11151717.77,11593252.34,279236.51,310746.57,342790.31,426317.44,760687.37,1478461.82,2202167.91,2501443.92,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,15557.31,0,175557.31,175557.31,175557.31,175557.31,175557.31,175557.31,580044.64,0,0,0,0,0,0,0,100000.00,100000.00,0,0,0,0,0,0,0.0
74,专项应付款,0,0,1418802.47,0,1493442.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
75,预计非流动负债,0,0,0,0,0.00,1600000.00,0,0,0.00,0.00,0.00,2713266.00,2713266.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
76,递延所得税负债,2973492374.81,2922994593.29,2884038944.10,2859628273.67,2823176853.37,1673763975.85,1158681116.74,1195767524.53,1192283342.43,1250858222.80,1288879858.40,1275046758.72,1267888902.22,1059097961.61,1053199452.23,378784435.93,357061019.23,73051226.76,87514013.52,105217514.67,46120983.96,54490199.94,75142780.16,85431857.81,86694926.99,78119599.07,119877953.80,75560809.18,75144861.56,38249581.91,41662124.87,44943918.73,58619545.40,42826222.93,39042670.38,35108496.64,33765029.98,33933717.28,33688977.77,34369161.97,33918736.36,33790812.92,38587617.25,38524089.62,47382376.12,60736121.31,54167365.10,28073452.73,35694147.66,1605438.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
77,长期递延收益,260790249.55,309130766.98,155176990.64,182233320.17,182687321.44,163063271.96,16791775.19,16794347.14,17247865.23,17894466.66,18511456.73,18132564.76,18834267.87,19936652.33,20325039.53,18869606.84,19267284.30,18813047.31,18286576.90,18743484.27,8736110.51,5459200.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
78,其他非流动负债,3000000000.00,3980000000.00,2980000000.00,2988637795.37,2980000000.00,2980000000.00,1980000000.00,1400000000.00,1400000000.00,420000000.00,420000000.00,420000000.00,420000000.00,420000000.00,920000000.00,920000000.00,500000000.00,800000000.00,800000000.00,800000000.00,800000000.00,800000000.00,800007887.20,800008379.68,800008872.16,800009364.64,800004387.12,800004609.60,800000000.00,800000000.00,300000000.00,300000000.00,300000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175557.31,-14317486.33,0,0,0,0,0,8646.60,0,0,0,0,0,0,0,0,0,0,5201683.23,10000000.00,0,0,0,0.0
79,非流动负债合计,18793055678.08,20485170369.04,17741621863.55,18769004017.66,16980889196.32,15281540474.26,6660954981.46,6033375488.26,5712201939.41,4563442232.71,4617641702.76,5150636954.85,5119989130.32,5011634340.63,5293606381.01,3566637172.26,2118889094.26,2106879831.38,2044566147.73,1926476556.25,1801122651.78,2249964957.79,2178916224.67,2087955794.80,2092969356.46,2423144521.02,2468647898.23,1928080976.09,2156410418.87,2085265139.22,2151677682.18,2405959476.04,2349135102.71,2147841780.24,2144058227.69,2320124053.95,2058780587.29,1973949274.59,1993704535.08,1744384719.28,1563934293.67,1434536870.23,989346724.56,889301196.93,908153633.43,790751678.62,734182922.41,678089010.04,905709704.97,751620995.32,750015557.31,680015557.31,430015557.31,430015557.31,430015557.31,150015557.31,100015557.31,180015557.31,209015557.31,295015557.31,288015557.31,288015557.31,288015557.31,224015557.31,224015557.31,224015557.31,136015557.31,84015557.31,100015557.31,150015557.31,138015557.31,202015557.31,128015557.31,5175557.31,-9141929.02,193611999.32,193539881.24,25557560.44,45477566.44,37333693.04,130088691.24,113200000.00,120200000.00,100400000.00,108580000.00,225361000.00,215900000.00,234800000.00,169725000.00,33905000.00,17881000.00,5201683.23,9000000.00,6000000.00,0,6000000.00,0.0
80,负债合计,62979630775.42,62920285441.95,58150978791.99,57591666635.97,53079982576.80,46935156582.50,14904303766.10,14885859284.06,12722805389.56,12611385502.94,12234861393.26,12348964000.44,12240945605.81,11381805790.24,10633639678.77,9901520425.96,8731423302.38,7441077698.49,6440422202.33,7011341883.87,5799786374.73,5154763306.67,5518169771.63,7538871166.21,6581767557.18,6070505587.41,6047276842.38,5398545901.06,4799723911.00,5019954744.71,4178608301.01,5547684521.83,6918464223.62,5447664682.15,5048242714.03,6114238550.06,5491146821.08,5646252706.82,5338640880.25,4915121530.01,4528246412.46,4388725185.89,3788824790.00,4197964695.11,4185288490.56,4266373167.88,4248835998.27,4204238811.78,3743193866.86,3763305374.17,3459100666.72,3301598721.73,2434371578.78,2115287910.27,2092734528.40,2116450822.65,1981254638.66,1995085195.21,1997878607.77,2067328227.92,1963902380.04,2068197470.97,2215213100.17,1651660077.54,1738469826.52,1636506353.59,1505424415.77,1511687792.31,1297794823.33,1537545173.75,1564326389.61,1764360821.82,1827462127.64,1712465449.39,1662245406.45,1609284684.47,1737488569.40,1441067569.93,1390577350.65,1248897594.17,1171825145.92,1154153352.82,1010772574.92,978506060.89,1160006035.07,907404482.44,767281060.00,544794068.59,444417690.38,265559374.06,168634357.83,399720018.97,60703273.94,43255696.67,35876424.59,31954971.94,0.0
81,所有者权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,实收资本(或股本),3883761964.00,3881063864.00,3881063864.00,3881063864.00,3881063864.00,3876483864.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,1437321976.00,798512209.00,798512209.00,798512209.00,798512209.00,798512209.00,725920190.00,725920190.00,725920190.00,604933492.00,604933492.00,604933492.00,604933492.00,604933492.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,465333455.00,428674411.00,428674411.00,428674411.00,306197092.00,306197092.00,243091891.00,220992628.00,220992628.00,200902389.00,200902389.00,200902390.00,200902389.00,154540299.00,112904280.00,112904280.00,57080480.00,6500000.00,6500000.00,6500000.00,6500000.00,0.0
83,资本公积,11372609253.16,11233695267.82,11224914316.16,11297112362.15,11150001406.92,11782282636.87,975667304.40,982913643.89,982913643.89,987471241.13,987471241.13,857328938.74,919155140.00,830756054.27,832363692.65,832280694.14,832280694.14,871918269.15,872434325.00,872434325.00,872434325.00,874285466.25,636355747.91,615430390.15,607124732.03,653693639.68,501667805.44,530329282.24,552956188.56,571405267.97,668069755.31,701949025.86,682218280.46,845122348.38,895563232.10,887354266.20,946408761.09,908263139.43,1095805533.86,1269809330.16,1212787989.90,1028203090.28,954382994.71,974072605.58,889841609.87,1120259379.35,1069097311.60,1101977638.97,1157731104.46,1089891887.48,1088849226.12,1227194275.92,1224963320.02,923687411.25,925170711.25,926933466.25,926022142.92,920958694.58,920958694.58,920958694.58,920958694.58,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,919512775.22,747821252.83,747643522.83,747643194.40,778261385.40,777938825.40,503268200.07,500208200.07,500172678.94,500172678.94,500104796.43,500104800.00,500104796.43,511284511.36,381192002.06,0,0,0,0,0,0,0.0
84,减：库存股,0.00,0,0,0,0.00,0.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
85,其他综合收益,1469155932.17,1723789682.27,1740320013.92,1728452813.33,1103433570.84,1196322032.21,1247882370.18,1388342262.83,1477110082.59,1643374862.94,1739924814.36,1710958543.35,1587217358.94,994455723.07,972224310.62,-85202765.35,42225760.62,35422797.25,170500993.11,86722450.25,65342523.20,-28865469.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
86,专项储备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
87,盈余公积,1753530657.52,1362256462.88,1362256462.88,1362256462.88,1362256462.88,1131832812.09,783536807.24,783536807.24,783536807.24,702376656.85,702376656.85,702376656.85,702376656.85,664270140.02,664270140.02,639658876.94,639658876.94,589687833.37,589687833.37,589687833.37,589687833.37,566948093.94,575956592.44,575956592.44,575956592.44,546925614.83,546925614.83,546925614.83,546925614.83,463575192.92,463575192.92,463575192.92,463575192.92,419455405.97,419455405.97,419455405.97,419455405.97,382252845.35,382252845.35,382252845.35,382252845.35,347294516.35,347294516.35,347294516.35,347294516.35,311736516.41,311736516.41,311736516.41,311736516.41,382499733.99,378047531.35,385927243.66,361363843.80,333444840.69,333421216.59,333421216.59,313484308.31,287914189.88,287772488.90,288786608.26,278910808.22,257706668.97,274490776.30,274490776.30,256459907.68,260014623.30,260022078.72,258801652.50,253143737.43,223360236.28,223157944.78,235228723.95,234915101.78,204851475.97,203056830.86,193572020.39,192135005.63,170043574.96,169585276.71,125421443.21,125304519.94,85283284.44,85060341.29,67295206.31,67295206.31,50163048.66,28408130.00,28408134.74,15749033.50,5726921.27,0,0,0,0,0,0,0.0
88,一般风险准备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
89,未分配利润,12898791127.95,11337963880.21,11120392719.88,11468135629.10,11202705913.78,9712201485.49,6560800570.34,6622035440.93,6403867230.90,6258513420.32,6110193321.66,6121981852.74,5925600406.63,5908074777.10,5627756211.94,5032390404.00,4999889265.10,4770491242.27,4652763107.17,4785666364.46,4544494065.21,4148012622.39,3978114623.98,4116388281.63,3949703368.28,3694458105.39,3520846260.71,3487724840.72,3289758522.57,2899905684.88,2698807200.83,2647417024.57,2505852600.84,2394230813.32,2164972022.63,1993727892.05,1766864546.57,1643263087.27,1916495026.36,1785295742.74,1594471335.22,1545118450.24,1442327313.25,1353726441.17,1200768212.55,1187877208.65,1263104987.04,1229773357.12,1090852945.60,567732450.37,469802732.30,385151191.70,224511933.09,219764843.58,163512876.90,127025288.08,156091472.66,144458524.14,121107185.44,161701823.66,139599389.51,135351547.83,108849368.46,130923717.36,127062690.19,105555085.21,93953724.66,89770053.67,80244115.91,116065337.95,105949763.78,64583877.37,41379383.03,59010332.21,25383310.50,107788012.44,57403356.18,105101627.65,47256391.68,175627448.72,105652165.94,92686047.83,65933015.49,59397979.24,16997997.17,42471491.10,71980510.00,35444714.03,63295506.21,34895105.20,28634606.35,0,5172253.81,4668155.59,4269283.55,4448913.95,0.0
90,归属于母公司股东权益合计,31377848934.80,29538769157.18,29328947376.84,29737021131.46,28699461218.42,27699122830.66,11005209028.16,11214150130.89,11084749740.62,11029058157.24,10977288010.00,10829967967.68,10571671538.42,9834878670.46,9533936331.23,7856449185.73,7951376572.80,7704842118.04,7722708234.65,7771832949.08,7509280722.78,6997702688.81,6629436698.27,6746571184.99,6572057883.21,6334462920.04,6009469192.85,6004463169.55,5828044164.32,5373287772.74,5269956042.39,5251231606.67,5090555173.69,5096363476.09,4916018846.30,4736777353.51,4569821091.12,4370340526.63,4193663342.47,4235255157.83,3986700158.58,3717778175.42,3541281564.72,3400147257.39,3162781909.35,3344819077.50,3247863810.09,3250099153.83,3164651604.22,2644698961.50,2541288895.23,2463380873.26,2276057835.52,1942183536.98,1887438259.74,1852713425.92,1860931378.89,1818664863.60,1795171823.92,1836780581.50,1804802347.31,1777904447.02,1768186374.98,1790260723.88,1768368828.09,1750415938.73,1738822033.60,1733417936.39,1755460759.96,1724271804.45,1713953938.78,1684658831.54,1698367391.43,1648708038.40,1613286371.58,1686206263.05,1426034025.64,1451463136.44,1393159273.79,1385507369.33,1315092603.28,924329423.34,872194184.85,847858492.49,785368271.42,793641725.19,801395830.00,764860034.20,744869350.07,544740420.76,522730888.41,57080480.00,11672253.81,11168155.59,10769283.55,10948913.95,0.0
91,少数股东权益,5095687229.76,3719432036.27,3333730313.44,3487601088.37,3474688746.12,2434272795.48,283819228.80,301749784.65,308132082.74,338443804.38,345498184.36,358262132.54,366367544.13,375710697.71,489597850.16,457990381.54,472812656.04,496379365.70,516376078.73,516317982.72,521847056.95,541087197.00,536743366.21,534966066.93,543515536.43,534915980.92,547487152.54,528405347.25,526170797.75,526532141.81,525626436.85,522642014.94,249917533.83,234405067.31,207457994.32,207303171.52,211911419.29,206024702.67,197373764.02,197566987.59,135585692.38,123797032.10,117634764.97,113084265.30,130621941.81,123606744.47,118939722.68,108960962.83,102914687.03,91848559.21,94081963.92,89386822.64,93251492.78,89862229.89,67546855.69,56903356.71,57431716.86,62238203.64,58745270.07,58182598.24,58841219.68,51215462.46,45067111.03,46012223.07,58935732.57,56550104.54,54144013.27,57780329.98,49976742.93,64021691.90,62973861.99,96508241.41,97073840.09,106049742.95,83291684.53,81476214.67,54740537.68,51426592.89,25922471.22,23768159.13,34298493.44,28093679.70,12332942.42,5772626.48,5964527.66,0,0,0,0,0,0,0,0,0,0,0,0.0
92,所有者权益(或股东权益)合计,36473536164.56,33258201193.45,32662677690.28,33224622219.83,32174149964.54,30133395626.14,11289028256.96,11515899915.54,11392881823.36,11367501961.62,11322786194.36,11188230100.22,10938039082.55,10210589368.17,10023534181.39,8314439567.27,8424189228.84,8201221483.74,8239084313.38,8288150931.80,8031127779.73,7538789885.81,7166180064.48,7281537251.92,7115573419.64,6869378900.96,6556956345.39,6532868516.80,6354214962.07,5899819914.55,5795582479.24,5773873621.61,5340472707.52,5330768543.40,5123476840.62,4944080525.03,4781732510.41,4576365229.30,4391037106.49,4432822145.42,4122285850.96,3841575207.52,3658916329.69,3513231522.69,3293403851.16,3468425821.97,3366803532.77,3359060116.66,3267566291.25,2736547520.71,2635370859.15,2552767695.90,2369309328.30,2032045766.87,1954985115.43,1909616782.63,1918363095.75,1880903067.24,1853917093.99,1894963179.74,1863643566.99,1829119909.48,1813253486.01,1836272946.95,1827304560.66,1806966043.27,1792966046.87,1791198266.37,1805437502.89,1788293496.35,1776927800.77,1781167072.95,1795441231.52,1754757781.35,1696578056.11,1767682477.72,1480774563.32,1502889729.33,1419081745.01,1409275528.46,1349391096.72,952423103.04,884527127.27,853631118.97,791332799.08,793641725.19,801395830.00,764860034.20,744869350.07,544740420.76,522730888.41,57080480.00,11672253.81,11168155.59,10769283.55,10948913.95,0.0
93,负债和所有者权益(或股东权益)总计,99453166939.98,96178486635.40,90813656482.27,90816288855.80,85254132541.34,77068552208.64,26193332023.06,26401759199.60,24115687212.92,23978887464.56,23557647587.62,23537194100.66,23178984688.36,21592395158.41,20657173860.16,18215959993.23,17155612531.22,15642299182.23,14679506515.71,15299492815.67,13830914154.46,12693553192.48,12684349836.11,14820408418.13,13697340976.82,12939884488.37,12604233187.77,11931414417.86,11153938873.07,10919774659.26,9974190780.25,11321558143.44,12258936931.14,10778433225.55,10171719554.65,11058319075.09,10272879331.49,10222617936.12,9729677986.74,9347943675.43,8650532263.42,8230300393.41,7447741119.69,7711196217.80,7478692341.72,7734798989.85,7615639531.04,7563298928.44,7010760158.11,6499852894.88,6094471525.87,5854366417.63,4803680907.08,4147333677.14,4047719643.83,4026067605.28,3899617734.41,3875988262.45,3851795701.76,3962291407.66,3827545947.03,3897317380.45,4028466586.18,3487933024.49,3565774387.18,3443472396.86,3298390462.64,3302886058.68,3066005649.82,3325838670.10,3341254190.38,3545527894.77,3585676682.76,3467223230.74,3358823462.56,3376967162.19,3218263132.72,2943957299.26,2809659095.66,2658173122.63,2521216242.64,2106576455.86,1895299702.19,1832137179.86,1951338834.15,1701046207.63,1568676890.00,1309654102.79,1189287040.45,810299794.82,691365246.24,456800498.97,81375527.75,54423852.26,46645708.14,42903885.89,0.0
